|,id,name,rating,ratings,vicinity,geometry__location__lat,geometry__location__lng,geometry__viewport,geometry__viewport__lat,geometry__viewport__lng,website,address,city,zipcode_area,types__001,types__002,types__003,types__004,types__005,types__006,types__007,types__008,types__009
ChIJ4QIvnqHAwoARxw1iOZN8HLM,ChIJ4QIvnqHAwoARxw1iOZN8HLM,Garfield Plaza Apartments,,,"4811 Glencairn Road, Los Angeles",34.114094,-118.294833,northeast,34.11539153,-118.293591,,4811 Glencairn Road, Los Angeles,90027,,,,,,,,,
ChIJneMieKHAwoAR2SUL_pQ2VvM,ChIJneMieKHAwoAR2SUL_pQ2VvM,"Melinda J. Peters, LCSW",,,"4770 Bonvue Avenue, Los Angeles",34.1141231,-118.2945254,northeast,34.11545768,-118.2932436,,4770 Bonvue Avenue, Los Angeles,90027,doctor,health,,,,,,,
ChIJ4QIvnqHAwoARxu_30sBi3o8,ChIJ4QIvnqHAwoARxu_30sBi3o8,Anson Industries Inc,,,"4811 Glencairn Road, Los Angeles",34.114094,-118.294833,northeast,34.11539153,-118.293591,,4811 Glencairn Road, Los Angeles,90027,general_contractor,,,,,,,,
ChIJia2ifZa_woARNbLI0jqkKHU,ChIJia2ifZa_woARNbLI0jqkKHU,ECO Air Duct - Upholstery Cleaning Los Feliz / Silver Lake,5,7,"4835 Glencairn Road, Los Angeles",34.1143024,-118.2957123,northeast,34.11560633,-118.2944072,http://coit.com/,4835 Glencairn Road, Los Angeles,90027,laundry,,,,,,,,
ChIJoyzHzaPAwoAR62488qweR5o,ChIJoyzHzaPAwoAR62488qweR5o,Parker Gallery,4.6,8,"2441 Glendower Avenue, Los Angeles",34.1143418,-118.292778,northeast,34.11578988,-118.2913192,http://www.parkergallery.com/,2441 Glendower Avenue, Los Angeles,90027,art_gallery,,,,,,,,
ChIJqyJF16PAwoARdA1K-RVL5sM,ChIJqyJF16PAwoARdA1K-RVL5sM,Brumer Suzanne PHD,5,1,"2487 Glendower Avenue, Los Angeles",34.1138943,-118.2932009,northeast,34.11537488,-118.2919353,,2487 Glendower Avenue, Los Angeles,90027,health,,,,,,,,
ChIJw7PJKvfBwoARYpWxIIymgyw,ChIJw7PJKvfBwoARYpWxIIymgyw,KJIU Company,,,"2545 North Vermont Avenue, Los Angeles",34.1165188,-118.2912598,northeast,34.11794378,-118.2897835,,2545 North Vermont Avenue, Los Angeles,90027,,,,,,,,,
ChIJldqDi6LAwoARTACoowmJps8,ChIJldqDi6LAwoARTACoowmJps8,John V Mutlow Architects Inc,5,1,"2536 North Vermont Avenue, Los Angeles",34.116645,-118.290327,northeast,34.11792553,-118.28912,https://mutlowarchitects.com/,2536 North Vermont Avenue, Los Angeles,90027,,,,,,,,,
ChIJoXGpiaLAwoARAqhSVUAl7Bo,ChIJoXGpiaLAwoARAqhSVUAl7Bo,Black Pedal Records,,,"2552 North Vermont Avenue, Los Angeles",34.1168992,-118.290507,northeast,34.11816923,-118.2893013,,2552 North Vermont Avenue, Los Angeles,90027,electronics_store,home_goods_store,store,,,,,,
ChIJSSwyIaPAwoAR8U-Wop5d0Ew,ChIJSSwyIaPAwoAR8U-Wop5d0Ew,Sapphire Systems,,,"2451 Inverness Avenue, Los Angeles",34.1154754,-118.288808,northeast,34.11681083,-118.2873584,,2451 Inverness Avenue, Los Angeles,90027,,,,,,,,,
ChIJJUiqcYnBwoARRqqm4wcy3sA,ChIJJUiqcYnBwoARRqqm4wcy3sA,Los Feliz Heights Steps,4.8,16,"2251 North Berendo Street, Los Angeles",34.1123178,-118.2948498,northeast,34.11366348,-118.2934208,,2251 North Berendo Street, Los Angeles,90027,tourist_attraction,,,,,,,,
ChIJtQ_EnKTAwoAR4Q2R3kzoQzg,ChIJtQ_EnKTAwoAR4Q2R3kzoQzg,Eckelberry Anthony,4,1,"4535 Gainsborough Avenue, Los Angeles",34.1127034,-118.2899178,northeast,34.11396193,-118.2885443,http://eckelberry.biz/,4535 Gainsborough Avenue, Los Angeles,90027,,,,,,,,,
ChIJAXFgb6PAwoARMU5qORc3XAk,ChIJAXFgb6PAwoARMU5qORc3XAk,Weinstein Ronald,,,"2355 Hillhurst Avenue, Los Angeles",34.11336,-118.289833,northeast,34.11477073,-118.2883881,,2355 Hillhurst Avenue, Los Angeles,90027,lawyer,,,,,,,,
ChIJqVxeRTXGwoAR7KBjx88JLPo,ChIJqVxeRTXGwoAR7KBjx88JLPo,Dept. 3,,,"1752 North Kingsley Drive, Los Angeles",34.1033424,-118.3031076,northeast,34.10469248,-118.3019603,http://www.dept3.com/,1752 North Kingsley Drive, Los Angeles,90027,,,,,,,,,
ChIJH-wn4Fm_woAR9fnjXVtzmtM,ChIJH-wn4Fm_woAR9fnjXVtzmtM,Peergroup Corporation,1,1,"1819 North Kingsley Drive, Los Angeles",34.104112,-118.303952,northeast,34.10546218,-118.3023835,https://peergroupcorp.com/,1819 North Kingsley Drive, Los Angeles,90027,,,,,,,,,
ChIJixHSele_woAR5UgBwnwhwoM,ChIJixHSele_woAR5UgBwnwhwoM,Artonomia Art Consulting & Art Appraising,,,"1810 North Kingsley Drive, Los Angeles",34.103812,-118.30307,northeast,34.10515978,-118.3019412,http://www.artonomia.com/,1810 North Kingsley Drive, Los Angeles,90027,art_gallery,,,,,,,,
ChIJ-QwxaVe_woARRqkHUD3JvFw,ChIJ-QwxaVe_woARRqkHUD3JvFw,Lane Barden Photography,,,"1750 North Kingsley Drive # 11, Los Angeles",34.1033743,-118.3033809,northeast,34.10472363,-118.3020968,http://www.lanebarden.com/,1750 North Kingsley Drive # 11, Los Angeles,90027,,,,,,,,,
ChIJq6r64Fm_woARocHn6vzgO8U,ChIJq6r64Fm_woARocHn6vzgO8U,North Kingsley Apartments,5,1,"1825 North Kingsley Drive, Los Angeles",34.1043149,-118.3039547,northeast,34.10566573,-118.3023856,https://www.northkingsleyapartments.com/?rccustomid=MjU1MTU%3D-Vz91qYyfhy4%3D&/?utm_source=apartmentseo&utm_medium=gmb&utm_campaign=organicmaplisting,1825 North Kingsley Drive, Los Angeles,90027,real_estate_agency,,,,,,,,
ChIJdSOcPdq_woARSNspMkA_xXs,ChIJdSOcPdq_woARSNspMkA_xXs,Jesus,,,"1811 North Kingsley Drive, Los Angeles",34.1040239,-118.3039316,northeast,34.10537403,-118.3023729,,1811 North Kingsley Drive, Los Angeles,90027,lodging,,,,,,,,
ChIJTTSHXle_woARCBl_PE5YpoQ,ChIJTTSHXle_woARCBl_PE5YpoQ,Apartment Hollywood,,,"1805 North Kingsley Drive, Los Angeles",34.1037953,-118.3040084,northeast,34.10514568,-118.3024104,,1805 North Kingsley Drive, Los Angeles,90027,lodging,,,,,,,,
ChIJ-31kjAvIwoARe9z_1UADuTc,ChIJ-31kjAvIwoARe9z_1UADuTc,AAA Roofing SoCal,,,"1757 North Kingsley Drive, Los Angeles",34.1033914,-118.3038834,northeast,34.10473938,-118.302348,,1757 North Kingsley Drive, Los Angeles,90027,roofing_contractor,,,,,,,,
ChIJEYTyg1e_woAR-xVFxPM9IbE,ChIJEYTyg1e_woAR-xVFxPM9IbE,Christina Chico Photography,,,"1821 Winona Boulevard, Los Angeles",34.1041453,-118.3024422,northeast,34.10549468,-118.3008924,http://www.christinachicophoto.com/,1821 Winona Boulevard, Los Angeles,90027,,,,,,,,,
ChIJzxm8FFe_woARBUCFH90SRlk,ChIJzxm8FFe_woARBUCFH90SRlk,Marina Royal Tour,,,"1735 North Kingsley Drive, Los Angeles",34.1027944,-118.3039519,northeast,34.10414218,-118.3023846,http://marinaroyaltour.com/,1735 North Kingsley Drive, Los Angeles,90027,,,,,,,,,
ChIJqYyQZ1e_woAR3JavHP62V8o,ChIJqYyQZ1e_woAR3JavHP62V8o,Barcid Foundation,,,"1801 North Kingsley Drive, Los Angeles",34.1036573,-118.3051965,northeast,34.10500653,-118.3037711,http://www.barcid.com/,1801 North Kingsley Drive, Los Angeles,90027,,,,,,,,,
ChIJ0dZrJVe_woARHWd5OM3LGXs,ChIJ0dZrJVe_woARHWd5OM3LGXs,Guardian Arms Apartments,3.9,12,"5217 Hollywood Boulevard, Los Angeles",34.1019046,-118.3041249,northeast,34.10318023,-118.3028089,http://www.theguardianarms.com/,5217 Hollywood Boulevard, Los Angeles,90027,,,,,,,,,
ChIJU5RRUa3AwoARvj2yli-WRgQ,ChIJU5RRUa3AwoARvj2yli-WRgQ,Vintage Vortex VV,4.5,23,"5213 Hollywood Boulevard, Los Angeles",34.1019266,-118.3040466,northeast,34.10319093,-118.3026972,https://www.facebook.com/VintageVortexVV,5213 Hollywood Boulevard, Los Angeles,90027,store,,,,,,,,
ChIJpe9vUFe_woAReNlXusK9nO8,ChIJpe9vUFe_woAReNlXusK9nO8,Noah Team,,,"1770 North Harvard Boulevard, Los Angeles",34.1033542,-118.3046301,northeast,34.10470258,-118.3034872,http://noahteam.com/,1770 North Harvard Boulevard, Los Angeles,90027,,,,,,,,,
ChIJoRs9P2a_woARU3hmLHEZIKM,ChIJoRs9P2a_woARU3hmLHEZIKM,Sugaring Olga Z,5,47,"1740 North Harvard Boulevard, Los Angeles",34.1030344,-118.3045912,northeast,34.10438273,-118.3034671,,1740 North Harvard Boulevard, Los Angeles,90027,beauty_salon,hair_care,,,,,,,
ChIJm8FjSFe_woARLedhjXFNxzU,ChIJm8FjSFe_woARLedhjXFNxzU,G&M Transportation,5,1,"1732 North Harvard Boulevard, Los Angeles",34.1028088,-118.304614,northeast,34.10415693,-118.3034779,,1732 North Harvard Boulevard, Los Angeles,90027,,,,,,,,,
ChIJodRkSFe_woARs7alXqYjg74,ChIJodRkSFe_woARs7alXqYjg74,Avetisian Kazaros,,,"1732 North Harvard Boulevard, Los Angeles",34.102799,-118.304596,northeast,34.10414708,-118.3034688,,1732 North Harvard Boulevard, Los Angeles,90027,general_contractor,,,,,,,,
ChIJ3WsHUle_woARNeQIpfLaQIA,ChIJ3WsHUle_woARNeQIpfLaQIA,Harvard Heights,,,"1750 North Harvard Boulevard, Los Angeles",34.1032767,-118.3046075,northeast,34.10462503,-118.3034757,,1750 North Harvard Boulevard, Los Angeles,90027,real_estate_agency,,,,,,,,
ChIJReK50iC_woARvAx9w_rNYMk,ChIJReK50iC_woARvAx9w_rNYMk,COOL MASTER,,,"1735 North Kingsley Drive #306, Los Angeles",34.1027944,-118.3039519,northeast,34.10414218,-118.3023846,http://www.coolmasterpro.com/,1735 North Kingsley Drive #306, Los Angeles,90027,general_contractor,,,,,,,,
ChIJ8dznWFC_woAR2M9qZQQ-FaA,ChIJ8dznWFC_woAR2M9qZQQ-FaA,Graham’s,5,1,"1749 North Kingsley Drive, Los Angeles",34.102913,-118.303916,northeast,34.10426088,-118.3023662,,1749 North Kingsley Drive, Los Angeles,90027,night_club,,,,,,,,
ChIJCxe8FFe_woARtnPFQ3rGQGA,ChIJCxe8FFe_woARtnPFQ3rGQGA,Karina Irene Photography,5,1,"1735 North Kingsley Drive # 3041, Los Angeles",34.1028134,-118.303904,northeast,34.10416133,-118.3023606,http://www.karinairenephotography.com/,1735 North Kingsley Drive # 3041, Los Angeles,90027,,,,,,,,,
ChIJqYyQZ1e_woARSYjFaBbBQk4,ChIJqYyQZ1e_woARSYjFaBbBQk4,Capri Equities,,,"1801 North Kingsley Drive, Los Angeles",34.1036364,-118.3054405,northeast,34.10498598,-118.303893,,1801 North Kingsley Drive, Los Angeles,90027,finance,,,,,,,,
ChIJd31zcj_qwoAR3f64dpQFr9k,ChIJd31zcj_qwoAR3f64dpQFr9k,Chadney Cooles Photography,4.8,36,"5217 Hollywood Boulevard #611, Los Angeles",34.1020439,-118.3041266,northeast,34.10324958,-118.3027794,,5217 Hollywood Boulevard #611, Los Angeles,90027,,,,,,,,,
ChIJqZMLJFe_woAR4hra9SvfzmM,ChIJqZMLJFe_woAR4hra9SvfzmM,"Studiofluid, Inc.",,,"5217 Hollywood Boulevard #508, Los Angeles",34.1020439,-118.3041266,northeast,34.10324958,-118.3027794,,5217 Hollywood Boulevard #508, Los Angeles,90027,,,,,,,,,
ChIJ-zmSwu6_woAREXsL1K2Lg2E,ChIJ-zmSwu6_woAREXsL1K2Lg2E,1803 N Harvard Apartments,,,"1803 North Harvard Boulevard, Los Angeles",34.1037754,-118.3053921,northeast,34.10512488,-118.3038691,http://www.1803nharvard.com/,1803 North Harvard Boulevard, Los Angeles,90027,,,,,,,,,
ChIJPzHKJZK_woARW-Qq5orKa3s,ChIJPzHKJZK_woARW-Qq5orKa3s,Dog Resort,5,35,"5203 Hollywood Boulevard, Los Angeles",34.1021086,-118.3038421,northeast,34.10337568,-118.3024296,http://www.resort4dogs.com/,5203 Hollywood Boulevard, Los Angeles,90027,,,,,,,,,
ChIJxQ_vHle_woARz6CZkoDBtnA,ChIJxQ_vHle_woARz6CZkoDBtnA,El Adobe Market,4.6,9,"5203 Hollywood Boulevard, Los Angeles",34.1021086,-118.3038421,northeast,34.10337568,-118.3024296,,5203 Hollywood Boulevard, Los Angeles,90027,grocery_or_supermarket,food,store,,,,,,
ChIJm5aXPzu_woARWu8WOzhoKCM,ChIJm5aXPzu_woARWu8WOzhoKCM,A. Darkheart,,,"5213 Hollywood Boulevard, Los Angeles",34.1019266,-118.3040466,northeast,34.10327558,-118.3026976,https://a-darkheart.business.site/?utm_source=gmb&utm_medium=referral,5213 Hollywood Boulevard, Los Angeles,90027,clothing_store,store,,,,,,,
ChIJX0H6GFe_woAR9hAt1CquDbs,ChIJX0H6GFe_woAR9hAt1CquDbs,Liquor & Market,2.4,10,Los Angeles,34.1020915,-118.3037073,northeast,34.10337478,-118.3023389,,,Los Angeles,90027,liquor_store,store,,,,,,,
ChIJDXWpH1e_woARpizqNHu8AcY,ChIJDXWpH1e_woARpizqNHu8AcY,Allen Snipes Associates,,,"5205 Hollywood Boulevard # 215, Los Angeles",34.1019674,-118.3038477,northeast,34.10329588,-118.3024449,,5205 Hollywood Boulevard # 215, Los Angeles,90027,,,,,,,,,
ChIJD5q9Ula_woARUpRzN3NEIug,ChIJD5q9Ula_woARUpRzN3NEIug,Hollywood Inn Express North,3.8,467,"5131 Hollywood Boulevard, Los Angeles",34.102075,-118.3016862,northeast,34.10346113,-118.3003367,http://www.hollywoodinnexpressnorth.com/,5131 Hollywood Boulevard, Los Angeles,90027,lodging,,,,,,,,
ChIJ1UQFAFe_woAR7Y2W2azde40,ChIJ1UQFAFe_woAR7Y2W2azde40,Jumbo's Clown Room,4,108,"5153 Hollywood Boulevard, Los Angeles",34.1020277,-118.3024192,northeast,34.10333883,-118.3010721,http://jumbos.com/,5153 Hollywood Boulevard, Los Angeles,90027,night_club,bar,,,,,,,
ChIJN3x6HVe_woARUmO6EWElp4A,ChIJN3x6HVe_woARUmO6EWElp4A,Sapp Coffee Shop,4.5,301,"5183 Hollywood Boulevard, Los Angeles",34.1020926,-118.3032022,northeast,34.10336388,-118.3019118,https://sappcoffeeshoponline.com/,5183 Hollywood Boulevard, Los Angeles,90027,restaurant,food,,,,,,,
ChIJM32CRla_woARDimAwsudwZA,ChIJM32CRla_woARDimAwsudwZA,Hye Optic,4.6,40,"5112 Hollywood Boulevard suite #210, Los Angeles",34.1012036,-118.3013811,northeast,34.10258803,-118.3000391,,5112 Hollywood Boulevard suite #210, Los Angeles,90027,health,store,,,,,,,
ChIJBR2MAle_woARJYFbMpUh4MY,ChIJBR2MAle_woARJYFbMpUh4MY,Kingswood Apartments,3.5,2,"5173 Hollywood Boulevard, Los Angeles",34.1019696,-118.3030234,northeast,34.10321338,-118.3016743,http://www.liveatkingswoodapt.com/,5173 Hollywood Boulevard, Los Angeles,90027,,,,,,,,,
ChIJ5UO3q1e_woARV-cMw_g6Df0,ChIJ5UO3q1e_woARV-cMw_g6Df0,RAFFI Romanian - Armenian Cultural Association,5,3,"1711 Winona Boulevard, Los Angeles",34.1021825,-118.3023196,northeast,34.10353178,-118.3008282,http://rafficulturalassociation.org/,1711 Winona Boulevard, Los Angeles,90027,,,,,,,,,
ChIJgcWY-Fa_woARg9_p3t_KAK4,ChIJgcWY-Fa_woARg9_p3t_KAK4,Friends & Family,4.4,197,"5150 Hollywood Boulevard, Los Angeles",34.1015797,-118.3023972,northeast,34.10301918,-118.3010475,http://www.friendsandfamilyla.com/,5150 Hollywood Boulevard, Los Angeles,90027,restaurant,bakery,grocery_or_supermarket,cafe,liquor_store,food,store,,
ChIJ_7iW_Va_woARn-a6_iXtk04,ChIJ_7iW_Va_woARn-a6_iXtk04,Lacha Somtum,4.6,160,"5171 Hollywood Boulevard, Los Angeles",34.101929,-118.302901,northeast,34.10319313,-118.3015519,http://www.lachasomtum.com/,5171 Hollywood Boulevard, Los Angeles,90027,restaurant,food,,,,,,,
ChIJ5ywF5Va_woAR0G8J2UwC5QA,ChIJ5ywF5Va_woAR0G8J2UwC5QA,prodigii,,,"1646 North Kingsley Drive #1, Los Angeles",34.1012186,-118.3031206,northeast,34.10256783,-118.3018523,,1646 North Kingsley Drive #1, Los Angeles,90027,electronics_store,store,,,,,,,
ChIJUUp0H1e_woAR4owxTcWozec,ChIJUUp0H1e_woAR4owxTcWozec,Noubar's El Adobe Pharmacy,4.2,5,"5207 Hollywood Boulevard, Los Angeles",34.1019411,-118.3038301,northeast,34.10327638,-118.3024392,http://eladoberx.com/,5207 Hollywood Boulevard, Los Angeles,90027,pharmacy,drugstore,health,store,,,,,
ChIJk8id4la_woARV9zHafrsxbA,ChIJk8id4la_woARV9zHafrsxbA,"Sanamluang Cafe, hollywood/thaitown",4.4,866,"5176 Hollywood Boulevard, Los Angeles",34.1014312,-118.3029659,northeast,34.10284018,-118.3016439,https://sanamluang-cafe-hollywoodthaitown.business.site/?utm_source=gmb&utm_medium=referral,5176 Hollywood Boulevard, Los Angeles,90027,restaurant,food,,,,,,,
ChIJZwH7RFa_woARqf_Ru18ogBs,ChIJZwH7RFa_woARqf_Ru18ogBs,Hair by Mark Thai Town,4.5,6,"5126 Hollywood Boulevard #3, Los Angeles",34.101382,-118.3015529,northeast,34.10275973,-118.3001797,http://www.yelp.com/biz/hair-by-mark-thai-town-los-angeles-2?utm_source=ishare,5126 Hollywood Boulevard #3, Los Angeles,90027,hair_care,health,,,,,,,
ChIJQW5fUVa_woARd7ZlQ33A-6I,ChIJQW5fUVa_woARd7ZlQ33A-6I,Bravo Pizza,4.6,86,"5142 Hollywood Boulevard #6106, Los Angeles",34.1015417,-118.3020355,northeast,34.10291088,-118.3006572,https://www.bravopizzasubs.com/,5142 Hollywood Boulevard #6106, Los Angeles,90027,restaurant,food,,,,,,,
ChIJg77TTVa_woAR3KY86SqXP_s,ChIJg77TTVa_woAR3KY86SqXP_s,OU:RS Collective,5,3,"5123 Hollywood Boulevard, Los Angeles",34.101878,-118.30146,northeast,34.10316908,-118.3001115,http://www.ourscollective.com/,5123 Hollywood Boulevard, Los Angeles,90027,,,,,,,,,
ChIJXXQITVa_woARlg_znCRV3-c,ChIJXXQITVa_woARlg_znCRV3-c,Tabula Rasa Bar,4.5,222,"5125 Hollywood Boulevard, Los Angeles",34.1020101,-118.3014912,northeast,34.10323523,-118.3001479,http://tabularasabar.com/,5125 Hollywood Boulevard, Los Angeles,90027,bar,liquor_store,restaurant,food,store,,,,
ChIJM47Q91S_woARpb5XfdVxqZo,ChIJM47Q91S_woARpb5XfdVxqZo,apt services,4,1,"1735 North Kingsley Drive, Los Angeles",34.1022551,-118.3034004,northeast,34.10360408,-118.3020514,,1735 North Kingsley Drive, Los Angeles,90027,,,,,,,,,
ChIJ6yKeUVa_woARBo-qhldaDk8,ChIJ6yKeUVa_woARBo-qhldaDk8,Vim Thai Restaurant,4.5,740,"5132 Hollywood Boulevard, Los Angeles",34.1014528,-118.3017,northeast,34.10286348,-118.3003902,https://www.vimthai.com/,5132 Hollywood Boulevard, Los Angeles,90027,restaurant,food,,,,,,,
ChIJefXo4la_woARWVfHxUhkpw8,ChIJefXo4la_woARWVfHxUhkpw8,Bangluck Market,4.3,162,"5170 Hollywood Boulevard, Los Angeles",34.101593,-118.3029099,northeast,34.10291993,-118.301616,,5170 Hollywood Boulevard, Los Angeles,90027,grocery_or_supermarket,food,store,,,,,,
ChIJ1RWs_1a_woARuEr86c8H1qg,ChIJ1RWs_1a_woARuEr86c8H1qg,Chula Salon of Beauty,4.8,8,"5157 Hollywood Boulevard, Los Angeles",34.1020203,-118.3026189,northeast,34.10333028,-118.3012384,,5157 Hollywood Boulevard, Los Angeles,90027,beauty_salon,,,,,,,,
ChIJHyKiUVa_woARuExoRyOntiA,ChIJHyKiUVa_woARuExoRyOntiA,NUCH THAI MASSAGE,4.5,19,"5134 Hollywood Boulevard, Los Angeles",34.1014848,-118.3017616,northeast,34.10287883,-118.3004236,http://www.nuchmassage.com/,5134 Hollywood Boulevard, Los Angeles,90027,spa,,,,,,,,
ChIJ9_I-AFe_woARDOcESPKmHrY,ChIJ9_I-AFe_woARDOcESPKmHrY,Kruang Tedd,4.3,119,"5151 Hollywood Boulevard, Los Angeles",34.1020262,-118.3022953,northeast,34.10333893,-118.3009311,http://www.kruangteddla.com/,5151 Hollywood Boulevard, Los Angeles,90027,restaurant,food,,,,,,,
ChIJbyMWHVe_woAR8e1FLUszgXY,ChIJbyMWHVe_woAR8e1FLUszgXY,Siam Photo & Video,3.4,8,"5179 Hollywood Boulevard, Los Angeles",34.1018995,-118.3031665,northeast,34.10332258,-118.3019086,,5179 Hollywood Boulevard, Los Angeles,90027,electronics_store,home_goods_store,store,,,,,,
ChIJM32CRla_woARhxd0OYEm8c4,ChIJM32CRla_woARhxd0OYEm8c4,USA Gateway Travel,4.9,11,"5112 Hollywood Boulevard # 203, Los Angeles",34.1013404,-118.3014496,northeast,34.10269113,-118.3000527,,5112 Hollywood Boulevard # 203, Los Angeles,90027,travel_agency,,,,,,,,
ChIJxQi-_la_woAReXCWuQDJb5I,ChIJxQi-_la_woAReXCWuQDJb5I,Le Bon Garçon,4.9,13,"5158 Hollywood Boulevard, Los Angeles",34.1015917,-118.3026521,northeast,34.10302463,-118.3013039,http://www.lebongarcon.com/,5158 Hollywood Boulevard, Los Angeles,90027,food,store,,,,,,,
ChIJ3UG-3o6_woARBHaC33GFlTI,ChIJ3UG-3o6_woARBHaC33GFlTI,Flames Vintage,5,4,"5156 Hollywood Boulevard b, Los Angeles",34.1015772,-118.302577,northeast,34.10301743,-118.3012282,,5156 Hollywood Boulevard b, Los Angeles,90027,clothing_store,store,,,,,,,
ChIJ4Uc6-Va_woARDSuT0kIu-EI,ChIJ4Uc6-Va_woARDSuT0kIu-EI,Swank Beauty Bar,4.5,75,"5156 Hollywood Boulevard, Los Angeles",34.101519,-118.302603,northeast,34.10298833,-118.3012542,https://getswank.la/,5156 Hollywood Boulevard, Los Angeles,90027,beauty_salon,,,,,,,,
ChIJZay6ci2_woARkng1G7U1oVY,ChIJZay6ci2_woARkng1G7U1oVY,Friends & Family,4.6,10,"5150 Hollywood Boulevard, Los Angeles",34.1015797,-118.3023972,northeast,34.10301918,-118.301049,https://www.friendsandfamilyla.com/,5150 Hollywood Boulevard, Los Angeles,90027,restaurant,food,,,,,,,
ChIJ1wCiXju_woAR4wKZWcSo-oo,ChIJ1wCiXju_woAR4wKZWcSo-oo,Hollywood Pets,4.3,66,"5161 Hollywood Boulevard #6113, Los Angeles",34.1019059,-118.3027171,northeast,34.10325578,-118.3012942,http://www.hollywoodgroom.com/,5161 Hollywood Boulevard #6113, Los Angeles,90027,,,,,,,,,
ChIJ-RcFIle_woARUlP41NYMi8g,ChIJ-RcFIle_woARUlP41NYMi8g,Hollywood Land Cleaners,4.7,9,"5175 Hollywood Boulevard, Los Angeles",34.10188,-118.3029917,northeast,34.10316858,-118.3016426,,5175 Hollywood Boulevard, Los Angeles,90027,laundry,home_goods_store,store,,,,,,
ChIJizrXDle_woARtvOSCDAREf8,ChIJizrXDle_woARtvOSCDAREf8,Salon Of Beauty,,,Los Angeles,34.1019826,-118.3026044,northeast,34.10331293,-118.3012349,,,Los Angeles,90027,beauty_salon,,,,,,,,
ChIJF6Sd4la_woARpstDVKgin08,ChIJF6Sd4la_woARpstDVKgin08,Siam Books Center,4.2,10,"5178 Hollywood Boulevard, Los Angeles",34.1014551,-118.3031094,northeast,34.10286473,-118.3016617,,5178 Hollywood Boulevard, Los Angeles,90027,book_store,store,,,,,,,
ChIJaWByAle_woARIbKEMWicXc4,ChIJaWByAle_woARIbKEMWicXc4,Red Heart Inc ADHC,,,"5169 Hollywood Boulevard, Los Angeles",34.102006,-118.302914,northeast,34.10323163,-118.3015648,,5169 Hollywood Boulevard, Los Angeles,90027,,,,,,,,,
ChIJZXulHVe_woARpbZXYSazJqE,ChIJZXulHVe_woARpbZXYSazJqE,Siisiq,,,"5185-5199 Hollywood Boulevard, Los Angeles",34.1018826,-118.3031095,northeast,34.10316983,-118.3017604,,5185-5199 Hollywood Boulevard, Los Angeles,90027,laundry,,,,,,,,
ChIJM32CRla_woARPV-MeSo4vCw,ChIJM32CRla_woARPV-MeSo4vCw,Hollywood Motor Outlet Inc,5,1,"5112 Hollywood Boulevard #205, Los Angeles",34.1013404,-118.3014496,northeast,34.10269113,-118.3000527,,5112 Hollywood Boulevard #205, Los Angeles,90027,car_dealer,store,,,,,,,
ChIJT9nAAle_woAR9z9ac9N202I,ChIJT9nAAle_woAR9z9ac9N202I,Elsie's Watch & Jewelry Repair,4.4,42,"5177 Hollywood Boulevard, Los Angeles",34.1019969,-118.3030521,northeast,34.10322703,-118.3017029,,5177 Hollywood Boulevard, Los Angeles,90027,,,,,,,,,
ChIJdfp9Ivq_woAROb6_aarcryk,ChIJdfp9Ivq_woAROb6_aarcryk,Pot Shop,4.6,9,"5188-5178 Hollywood Boulevard, Los Angeles",34.1017236,-118.3032701,northeast,34.10307638,-118.3019212,http://isonat.top/weed,5188-5178 Hollywood Boulevard, Los Angeles,90027,store,,,,,,,,
ChIJmQaw91a_woARS2mqc-JsXQE,ChIJmQaw91a_woARS2mqc-JsXQE,Online Reputation Security,,,"1645 Winona Boulevard, Los Angeles",34.1011529,-118.3025012,northeast,34.10249933,-118.3009982,http://www.onlinereputationsecurity.com/contact-us/,1645 Winona Boulevard, Los Angeles,90027,,,,,,,,,
ChIJ--bqHFe_woARokdPoIGkyJY,ChIJ--bqHFe_woARokdPoIGkyJY,Farkas Glen C MD,,,"5181 Hollywood Boulevard, Los Angeles",34.1020955,-118.3031303,northeast,34.10337033,-118.3018905,,5181 Hollywood Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ91mn4la_woARWrScT4T4FBE,ChIJ91mn4la_woARWrScT4T4FBE,Moore Vision Optometry,4.6,32,"5181 Hollywood Boulevard, Los Angeles",34.1020955,-118.3031303,northeast,34.10337033,-118.3018905,https://www.moorevisionoptometry.com/,5181 Hollywood Boulevard, Los Angeles,90027,health,,,,,,,,
ChIJraCAUFa_woAR3XjKyDfY1ZU,ChIJraCAUFa_woAR3XjKyDfY1ZU,Jack Bedevian LLC,5,7,"5140 Hollywood Boulevard, Los Angeles",34.1014709,-118.3020197,northeast,34.10287303,-118.3006438,,5140 Hollywood Boulevard, Los Angeles,90027,accounting,finance,,,,,,,
ChIJjQOGWFa_woARi4VC5B23Wrk,ChIJjQOGWFa_woARi4VC5B23Wrk,Ben Leeds Property Management & Investment,1,1,"1645 Winona Boulevard, Los Angeles",34.1011405,-118.3023135,northeast,34.10249338,-118.3009043,,1645 Winona Boulevard, Los Angeles,90027,real_estate_agency,,,,,,,,
