,account_num,business_name,street_address,city,zip_code,location_start_date,location_end_date,lat,long
7237,0003197263-0001-8,KELLY MACEDO,2215 Hyperion Avenue,Los Angeles,90027,2020-05-22,,34.1004,-118.2736
7238,0002902958-0001-0,KELLY REILLY,2055 Rodney Drive Apt #311,Los Angeles,90027,2016-05-01,,34.1093,-118.2894
7239,0002289281-0001-5,ZARREEN ALI-KHAN,12340 Rochester Avenue Unit #129,Los Angeles,90025,2006-01-01,,34.0398,-118.4667
7240,0002174009-0001-8,DONNA KOLB,2664 Glendower Avenue,Los Angeles,90027,2003-06-30,,34.1165,-118.2939
7241,0003115844-0001-9,SIRUSH JAGHINYAN,1776 N Harvard Blvd Apt #8,Los Angeles,90027,2019-03-26,,34.1035,-118.3049
7242,0002988168-0001-2,MATTHEW SEAN MCCULLOUGH,4310 Finley Avenue Apt #1,Los Angeles,90027,2015-02-01,,34.1074,-118.2834
7243,0002857120-0001-0,LUSH REMODELING & DEVELOPMENT INC,11734 Wilshire Blvd #1307,Los Angeles,90025,2015-09-25,,34.049,-118.4614
7244,0002455936-0001-0,VANESSA LEE,3852 Hellman Avenue,Los Angeles,90032,2007-07-01,,34.0912,-118.1841
7245,0002252722-0001-9,ALDONA SABALYTE,1543 Rosalia Road Apt #202,Los Angeles,90027,2005-01-01,,34.0989,-118.2862
7246,0002986823-0001-8,VILMA BERMUDEL,5426 Harold Way Apt #105,Los Angeles,90027,2015-01-01,2018-12-31,34.099327,-118.30813
7247,0003142775-0001-3,MF & J CLINICAL CONSULTING LLC,1561 S Barrington Avenue Apt #311,Los Angeles,90025,2019-07-12,,34.0428,-118.4556
7248,0003189769-0001-4,MILENA ZUEVA,5429 Russell Avenue Apt #29,Los Angeles,90027,2020-01-01,,34.1045,-118.3084
7249,0002606300-0001-9,CORINNE MARIE OLSEN,1630 Granville Avenue Apt #205,Los Angeles,90025,2011-01-01,,34.0408,-118.456
7250,0002292374-0001-9,ALI A DARABI,1234 S Barrington Avenue Apt #4,Los Angeles,90025,2006-07-01,,34.0482,-118.4599
7251,0002972973-0001-9,PATCHAREEYAPORN BUTLOD,1412 N Alexandria Avenue,Los Angeles,90027,2017-03-08,,34.097,-118.298
7252,0003191479-0001-1,KRISTEN HOMSHER,11767 Iowa Avenue Apt #8,Los Angeles,90025,2020-03-01,,34.0406,-118.4558
7253,0003199292-0001-9,ALMA J FUENTES,2100 S Central Avenue,Los Angeles,90011,2020-07-01,,34.0221,-118.2522
7254,0002746304-0001-8,PROLIFIC THINKERS LLC,4411 Los Feliz Blvd Apt #1005,Los Angeles,90027,2013-11-01,2019-12-31,34.112232,-118.28561
7255,0002786193-0001-5,PAUL MCCARTHY,1616 S Barrington Avenue Apt #301,Los Angeles,90025,2014-08-29,,34.0424,-118.4548
7256,0003109890-0001-1,MADISON MCKAMEY,4606 Kingswell Avenue Apt #1,Los Angeles,90027,2019-01-01,,34.1024,-118.29
7257,0000800711-0001-8,DEEDEE ZWEIBEL MICHAELS,1528 S Bundy Drive Apt ##5,Los Angeles,90025,1997-01-01,,34.0398,-118.4625
7258,0002801617-0001-3,SHANNON R KRING,1818 Thayer Avenue Apt #101,Los Angeles,90025,2013-08-05,,34.0549,-118.4262
7259,0002959614-0001-5,"FANCY`S ROAD HEAD, INC",1838 Pandora Avenue Apt #3,Los Angeles,90025,2016-01-01,,34.0556,-118.424
7260,0002659454-0001-7,ANGELINA SANTOS,5333 Loma Linda Avenue Apt #1,Los Angeles,90027,2013-02-07,,34.1029,-118.3058
7261,0003093152-0001-7,ALESSANDRA CAMILLA GIOIELLI LLC,1800 Butler Avenue Apt #302,Los Angeles,90025,2019-01-01,,34.0422,-118.4486
7262,0002753578-0001-2,"GEEKHACKERS, LLC",1412 Colby Avenue Apt #401,Los Angeles,90025,2013-08-01,,34.0475,-118.4551
7263,0003079780-0001-9,MARIO LUQUIN,1315 E 21St Street Apt #223,Los Angeles,90011,2018-10-05,,34.0226,-118.2516
7264,0003035921-0001-3,RACHEL DUKES,5439 Russell Avenue Apt #12,Los Angeles,90027,2013-06-01,,34.1045,-118.3086
7265,0002964608-0001-0,RUBEN LUIS CONTRERAS,3837 Los Feliz Blvd Apt #3,Los Angeles,90027,2014-06-01,,34.1146,-118.2762
7266,0003036158-0001-8,EMEI FEMME,4616 Greenwood Place Apt #5,Los Angeles,90027,2017-06-01,2019-11-25,34.108444,-118.29057
7267,0002926084-0001-1,JULIE LIPSON,4431 Finley Avenue Apt #1,Los Angeles,90027,2012-04-01,,34.108,-118.2864
7268,0002798629-0001-9,MAVIS BAYNARD,1522 S Bentley Avenue Apt #D,Los Angeles,90025,2014-10-01,,34.0505,-118.4451
7269,0002447183-0001-7,REYNALDO GUDINO,1650 N Serrano Avenue Apt #204,Los Angeles,90027,2009-06-17,2019-12-31,34.101025,-118.30708
7270,0003201343-0001-3,"10K PROJECT, INC.",1505 Barry Avenue Apt #211,Los Angeles,90025,2020-06-02,,34.0446,-118.4558
7271,0002564524-0001-9,CARLYNN VON OEYEN,1224 Armacost Avenue Apt #A,Los Angeles,90025,2011-06-06,,34.0462,-118.4635
7272,0002528811-0001-0,EMILY RYAN LERNER,4440 Ambrose Avenue Apt #204,Los Angeles,90027,2009-07-01,,34.1099,-118.2861
7273,0003089358-0001-8,SARA GHAFFAR,4343 Finley Avenue Apt #6,Los Angeles,90027,2017-01-01,,34.108,-118.2846
7274,0003087853-0001-1,"HABERSBERGER MEDIA, INC.",4420 Los Feliz Blvd Apt #108,Los Angeles,90027,2018-09-14,,34.1117,-118.2859
7275,0002662585-0001-6,ALYSHA MARCANTONIO,3949 Los Feliz Blvd Apt #215,Los Angeles,90027,2011-01-01,,34.1133,-118.2787
7276,0000023946-0001-9,"1342 WELLESLEY, LIMITED",1342 Wellesley Avenue Apt,Los Angeles,90025,1974-09-01,,34.041,-118.4671
7277,0003126905-0001-1,ROCCA CAPITAL GROUP,1838 Barry Avenue Apt #10,Los Angeles,90025,2019-05-06,,34.0398,-118.4508
7278,0002921823-0001-3,THE VITTLE SPOON,1632 Camden Avenue Apt #205,Los Angeles,90025,2016-02-22,,34.0494,-118.4428
7279,0002310333-0001-0,ISIDORO BARRON,1515 Sawtelle Blvd Apt #23,Los Angeles,90025,2005-01-01,,34.0483,-118.4499
7280,0002514842-0001-0,EFIM SOBOL DECD TRUST,1750 N Serrano Avenue,Los Angeles,90027,2007-05-17,,34.1031,-118.3072
7281,0000527890-0002-6,HUGH E. KNOWLTON,1831 Camden Avenue Apt #12,Los Angeles,90025,2003-01-01,,34.0462,-118.4409
7282,0002273249-0001-7,EDMUNDO PEREZ,4706 Catalpa Street Apt #B,Los Angeles,90032,2005-01-01,,34.0643,-118.1822
7283,0003110478-0001-9,"JULIANA KING, LAC",2001 S Barrington Avenue Suite #220,Los Angeles,90025,2019-03-01,,34.0364,-118.4502
7284,0003202365-0001-7,MARY HARTZ,1849 S Bentley Avenue Apt #201,Los Angeles,90025,2018-01-03,,34.0455,-118.4415
7285,0002968577-0001-1,PLAYA CREATIVE PARTNERS LLC,1271 Granville Avenue Apt #303,West Los Angeles,90025,2016-07-14,,34.0461,-118.4614
7286,0002667731-0001-2,DANIEL OVERBERGER,1630 N Edgemont Street Apt #2,Los Angeles,90027,2012-01-01,,34.1009,-118.2957
7287,0003143211-0001-0,ANDRIANA N. COLLINS,1301 Brockton Avenue Apt #307,Los Angeles,90025,2019-11-01,,34.0439,-118.4638
7288,0002632505-0001-8,AZITA SACHMECHIAN,2001 S Barrington Avenue Apt #203,Los Angeles,90025,2012-08-01,,34.037,-118.4502
7289,0002941675-0001-7,APLUSFILMZ LLC,1635 Stoner Avenue Apt #6,Los Angeles,90025,2016-02-03,,34.0413,-118.4555
7290,0002875918-0001-6,KRISTINA VELIKACH,5146 De Longpre Avenue Apt #1/2,Los Angeles,90027,2014-01-01,,34.0966,-118.3022
7291,0003181235-0001-6,BARBARA DUNPHY,4760 Templeton Street Apt #3310,Los Angeles,90032,2020-01-01,,34.083,-118.182
7292,0002950778-0001-8,CAROLYN L YATES,1745 Winona Blvd Apt #10,Los Angeles,90027,2016-01-01,,34.1031,-118.3025
7293,0002042127-0001-5,NIKNAZ MANAVI ZALAND,1817 Prosser Avenue Suite #505,Los Angeles,90025,2002-06-01,,34.053,-118.4292
7294,0003201472-0001-8,MARIA M. BENITEZ GOMEZ,901 E 31St Street Basement,Los Angeles,90011,2020-07-01,,34.016,-118.2591
7295,0002968166-0001-1,OUTER DARK,1848 N Edgemont Street Apt #2,Los Angeles,90027,2016-04-26,,34.1045,-118.2955
7296,0000445935-0002-8,NAVDEEP SACHDEVA,3536 Holboro Drive,Los Angeles,90027,2008-03-20,2019-07-01,34.11603,-118.27603
7297,0003201198-0001-8,HONG NGA THACH,10351 Santa Monica Blvd Suite #100,Los Angeles,90025,2020-08-01,,34.0583,-118.4236
7298,0002987498-0001-1,WONDERFUL WIZARD LLC,1519 Stoner Avenue Apt #4,Los Angeles,90025,2017-02-02,,34.0425,-118.4568
7299,0003085321-0001-6,BLUELINER PRODUCTIONS,1256 Granville Avenue Apt #5,Los Angeles,90025,2018-10-31,,34.0467723,-118.4610985
7300,0002527085-0001-1,HIROKO AXELSON,2039 Purdue Avenue,Los Angeles,90025,2009-07-01,,34.0393,-118.4451
7301,0002996370-0001-8,ZVARD URFALYAN,4310 Russell Avenue Apt #3,Los Angeles,90027,2015-01-01,,34.1041,-118.2835
7302,0002811443-0001-6,DOMINIC ESCALANTE,4104 Los Feliz Blvd Apt #2,Los Angeles,90027,2011-01-10,,34.1127,-118.2812
7303,0002905419-0001-1,2025 CAMDEN LLC,2025 Camden Avenue,Los Angeles,90025,2015-09-28,2019-01-01,34.04361,-118.438255
7304,0003027652-0001-2,ALDO GUTIERREZ CHACON,1720 N Harvard Blvd Apt #2,Los Angeles,90027,2018-01-01,,34.1025,-118.3046
7305,0002112226-0001-5,ROSALIE FRIIS-ROSS,1600 Camden Avenue Apt #4,Los Angeles,90025,1983-09-15,,34.0501,-118.4438
7306,0002701979-0001-3,MARIA SANCHEZ ENRIQUEZ,4301 Ascot Avenue Apt #C,Los Angeles,90011,2009-01-01,,34.0054,-118.2498
7307,0003082468-0001-9,YAGOR CONSTRUCTION INC,1730 Sawtelle Blvd Apt #306,Los Angeles,90025,2018-07-18,,34.0446,-118.4464
7308,0002954980-0001-1,YASS MANAGEMENT INC,11322 Idaho Avenue Suite #208,Los Angeles,90025,2016-11-09,,34.0454,-118.4485
7309,0002891608-0001-1,ALWAYS NEXT YEAR ENTERTAINMENT,1750 N Harvard Blvd Apt #110,Los Angeles,90027,2016-02-26,,34.1032,-118.3046
7310,0002636241-0001-9,JORDAN STILWELL,1545 Amherst Avenue #409,Los Angeles,90025,2010-09-01,,34.0386,-118.4627
7311,0002085527-0001-5,EMIKO A NORTH,2057 Dracena Drive Unit #207,Los Angeles,90027,2004-07-01,,34.1091,-118.2902
7312,0002829764-0001-7,WORDSEARCH INC.,1630 N Edgemont Street Apt #D1,Los Angeles,90027,2015-01-01,,34.1007,-118.2961
7313,0003132315-0001-2,GUY F PICOT,1516 N Normandie Avenue Apt #409,Los Angeles,90027,2019-02-01,,34.0987,-118.3002
7314,0002247074-0001-9,SHANZ BOILINI,1834 Sawtelle Blvd Apt #3,Los Angeles,90025,2007-05-15,,34.0434,-118.4457
7315,0003103318-0001-4,SIOBHAN GILBERT,1640 N Hobart Blvd Apt #20,Los Angeles,90027,2018-01-01,,34.101,-118.3052
7316,0003131323-0001-0,EGG STUDIO LLC,1636 Lyman Place Apt #20,Los Angeles,90027,2019-06-13,,34.101,-118.2882
7317,0003150046-0001-1,LIDA GRIGORYAN,5322 Russell Avenue Apt #6,Los Angeles,90027,2019-01-21,,34.1038,-118.3059
7318,0003033591-0001-1,MARIO SANCHEZ,1550 N Harvard Blvd Apt #10,Los Angeles,90027,2018-02-14,,34.0997,-118.304
7319,0002173768-0001-5,TRINITY MA INC,2131 Westwood Blvd,Los Angeles,90025,2006-06-01,,34.0442,-118.4325
7320,0002881353-0001-6,CESAR A QUIJIVIX,1615 N Harvard Blvd Apt #4,Los Angeles,90027,2015-06-15,,34.1005,-118.3047
7321,0003174287-0001-9,VANESSA PUGH,1517 1/4 Winona Blvd,Los Angeles,90027,2020-01-01,,34.0988,-118.3025
7322,0002093023-0001-8,ALEXANDRA ISAIEVYCH,1729 Armacost Avenue Apt #5,Los Angeles,90025,2004-01-01,,34.0384,-118.4571
7323,0002669474-0001-1,KERRY BARKER,3344 Rowena Avenue,Los Angeles,90027,2012-01-01,,34.1108,-118.2788
7324,0003095267-0001-6,SOUTH HARBOUR INC,2033 1/2 N Vermont Avenue,Los Angeles,90027,2019-01-01,,34.1087,-118.2919
7325,0003123447-0001-1,TAONES INC,1915 Malcolm Avenue Apt #301,Los Angeles,90025,2019-03-01,,34.0486,-118.4335
7326,0002380155-0001-4,CAL ALL WEST INC,4411 Los Feliz Blvd Unit #203,Los Angeles,90027,2009-01-01,,34.1122,-118.2854
7327,0002621332-0001-5,QUINON RESEARCH INSTITUTE LLC,11870 Idaho Avenue Apt #304,Los Angeles,90025,2010-08-01,,34.0405,-118.4584
7328,0003061819-0001-8,KRISTINA FELICIANO,3494 Rowena Avenue Apt #6,Los Angeles,90027,2018-02-28,,34.1121,-118.2829
7329,0002513703-0001-4,LINHCHI TANG,11404 Nebraska Avenue #1,Los Angeles,90025,2009-10-01,,34.0424,-118.4486
7330,0002921547-0001-4,HOLLY SHERMAN,1833 N Edgemont Street Apt #2,Los Angeles,90027,2015-10-21,,34.1045,-118.2965
7331,0002746082-0001-3,TERESA TEMME,1443 Barry Avenue Apt #102,Los Angeles,90025,2014-01-06,,34.0457,-118.4562
7332,0003155751-0001-6,CARLI JO LLC,2141 S Bentley Avenue Apt #103,Los Angeles,90025,2017-08-15,,34.0409,-118.4376
7333,0002733733-0001-9,YU KAGAWA,11540 Santa Monica Blvd Suite #203,Los Angeles,90025,2013-01-01,,34.0452,-118.4527
7334,0002919116-0001-8,RHM EPIC CONSULTING,10473 Santa Monica Blvd Apt #406,Los Angeles,90025,2016-06-02,,34.0563,-118.4266
7335,0002619778-0001-1,MARINA ROSA GONZALEZ,1801 Federal Avenue Unit #201,Los Angeles,90025,2011-01-11,,34.041,-118.4508
7336,0003109403-0001-0,TEAM LLC,1745 Beloit Avenue Apt #111,Los Angeles,90025,2018-04-12,,34.0454,-118.4465
7337,0002863474-0001-8,SHANE PLUMMER,5430 Carlton Way Apt #5,Los Angeles,90027,2015-01-01,,34.1005,-118.3077
7338,0003184057-0001-8,CAS CINE,3712 Evans Street Apt #3,Los Angeles,90027,2020-02-05,,34.1057,-118.2734
7339,0002696250-0001-6,VICTORINO VARELA,1141 E 28Th Street Apt #11,Los Angeles,90011,2008-01-01,2018-12-31,34.0163,-118.2547
7340,0002799291-0001-2,EVELYN ESPINOSA CERON,5311 Huntington Drive N Apt #36,Los Angeles,90032,2013-02-04,,34.091,-118.1647
7341,0003200737-0001-3,SHEPHARD TINGLOF + ASSOCIATES INC,11601 Wilshire Blvd #1960,Los Angeles,90025,2020-06-27,,34.0509,-118.46
7342,0003153707-0001-1,CCAAS CONSULTING LLC,1930 S Beverly Glen Blvd Apt #303,Los Angeles,90025,2017-10-01,,34.0546,-118.4227
7343,0002722333-0001-2,MARIA LOURDES MARTINES BARRIOS,237 E 30Th Street Apt #3,Los Angeles,90011,2014-01-15,,34.0207,-118.2684
7344,0002668190-0001-8,KIRA A COPLIN,3806 Roble Vista Drive,Los Angeles,90027,2011-01-01,,34.114,-118.2755
7345,0002798020-0001-9,AMIRMEHIDI FARHADI,1546 Camden Avenue Apt #303,Los Angeles,90025,2013-03-01,,34.0508,-118.4444
7346,0002922144-0001-5,LATENT IMAGES LLC,4574 Finley Avenue Apt #6,Los Angeles,90027,2016-02-26,2018-07-01,34.107677,-118.28983
7347,0002101718-0001-8,DEBRA JO LEVINE,4411 Los Feliz Blvd Apt #204,Los Angeles,90027,2003-01-01,,34.1122,-118.2854
7348,0002859335-0001-7,LISA TRUCCHIO,1742 Barry Avenue Apt #3,Los Angeles,90025,2015-02-24,,34.0413,-118.4525
7349,0002960413-0001-5,JEFFREY MICHAEL CURTIS,1326 Wellesley Avenue Unit #5,Los Angeles,90025,2015-11-01,,34.0411,-118.4667
7350,0002291495-0001-1,MOISES NOE RODRIGUEZ,5335 Navarro Street Apt #5,Los Angeles,90032,2004-01-01,,34.0879,-118.1659
7351,0002321958-0001-2,JIMMIE N RHEE,1630 N Edgemont Street Apt #F4,Los Angeles,90027,2007-12-15,,34.1009,-118.2957
7352,0002297818-0001-2,MARK ILVEDSON,1777 N Vermont Avenue Apt #105,Los Angeles,90027,2005-01-01,,34.1032,-118.2917
7353,0002055737-0001-6,NATIVIDAD DE JESUS PONCE,740 E 42Nd Street #4,Los Angeles,90011,2003-01-01,,34.0075,-118.2628
7354,0002547561-0001-9,NELLYA BURDAN,10323 Santa Monica Blvd Suite #105,Los Angeles,90025,2011-01-27,,34.059,-118.4221
7355,0003121308-0001-9,ROUGHEST CREW INC,1900 Sawtelle Blvd Apt #Ph-9,Los Angeles,90025,2018-10-01,,34.0425,-118.4445
7356,0002968581-0001-8,MIKE URQUIZO,4651 Huntington Drive N Apt #308,Los Angeles,90032,2016-08-31,2018-04-05,34.08629,-118.185814
7357,0003038275-0001-4,ANDREW FARMER,1800 N New Hampshire Avenue Apt #134,Los Angeles,90027,2017-07-01,,34.1037,-118.2929
7358,0002852189-0001-6,DARE2YOGA LLC,1550 S Bundy Drive Apt #4,Los Angeles,90025,2015-03-09,,34.0395,-118.4621
7359,0003080918-0001-7,GREEN BUBBLE JANITORIAL SERVICES,2580 N Soto Street Apt #405,Los Angeles,90032,2018-10-12,,34.0774,-118.1924
7360,0002943585-0001-7,IMPERIAL CHOPSTICKS,1549 N Vermont Avenue,Los Angeles,90027,2016-11-30,,34.0998,-118.2926
7361,0002802175-0001-2,NICHOLAS DANIEL AGUAYO,3316 N Eastern Avenue,Los Angeles,90032,2013-01-07,,34.0838,-118.178
7362,0002301709-0001-0,CHRISTOPHER L ZERBY,4425 Price Street Apt #3,Los Angeles,90027,2006-06-01,,34.1089,-118.2862
7363,0002971638-0001-5,MARCOS LUEVANOS,4621 Ambrose Avenue Apt #3,Los Angeles,90027,2016-06-01,,34.1103,-118.2911
7364,0002964852-0001-7,ZACHARY ADAM SIEGEL,3650 Monon Street Apt #104,Los Angeles,90027,2015-06-01,,34.1088,-118.2736
7365,0002991049-0001-7,CHRISTINA TRENDELKAMP,1412 N Kingsley Drive Apt #207,Los Angeles,90027,2015-04-15,,34.0971,-118.3028
7366,0003031681-0001-1,MARGARET LEBRON,1836 N New Hampshire Avenue #310,Los Angeles,90027,2018-01-01,,34.1046,-118.2929
7367,0002964491-0001-4,YANE HSU,1337 Wellesley Avenue Apt #205,Los Angeles,90025,2017-01-24,,34.0405,-118.467
7368,0002806677-0001-1,JOEL SALAS ALAMILLO,1419 Bates Avenue Apt #3,Los Angeles,90027,2015-02-13,,34.0971,-118.2819
7369,0003118556-0001-9,BEVERLY JOY TOLENTINO,1406 N Serrano Avenue Apt #206,Los Angeles,90027,2019-06-01,,34.0969,-118.3067
7370,0003093379-0001-2,BRUIN LAUNDRY INC,1275 Barry Avenue Apt #4,Los Angeles,90025,2017-01-01,,34.0482,-118.4588
7371,0003064648-0001-0,LIDA KHACHATRYAN,5314 Franklin Avenue Apt #7,Los Angeles,90027,2018-01-01,2018-11-01,34.105354,-118.30554
7372,0003145559-0001-0,BRIGETE FERNANDA VALENZUELA BORBON,11045 Missouri Avenue Apt #302,Los Angeles,90025,2019-09-01,,34.0456,-118.44
7373,0002904537-0001-0,AMANDA CHARNEY,1552 N Kingsley Drive #8,Los Angeles,90027,2016-02-26,,34.0997,-118.3029
7374,0003130457-0001-0,TRACY ROSA,11935 Santa Monica Blvd,Los Angeles,90025,2019-06-10,,34.0418,-118.4607
7375,0003176624-0001-1,BRYAN PETTIBONE,4112 Los Feliz Blvd Apt #2,Los Angeles,90027,2020-02-01,,34.1126,-118.2814
7376,0002955286-0001-8,DIRTY ROBBER TV HOLDINGS INC,1305 N Catalina Street,Los Angeles,90027,2016-03-28,,34.0958,-118.2953
7377,0002934065-0001-0,MICHAEL BURKE JR,1630 N Edgemont Street Apt #E6,Los Angeles,90027,2013-05-01,,34.1009,-118.2957
7378,0003187655-0001-0,"LUCIFER GOOSE, INC.",1602 Lyman Place Apt #2,Los Angeles,90027,2019-03-28,,34.1,-118.2884
7379,0002968590-0001-7,WILLIAM GONG,4215 Los Feliz Blvd Apt #7,Los Angeles,90027,2016-01-01,,34.1129,-118.2837
7380,0003120463-0001-9,EAT THE DONUT,4444 Los Feliz Blvd Apt #108,Los Angeles,90027,2019-03-14,,34.1116,-118.2867
7381,0002116019-0001-8,JOSEPH RAHBARPOUR,1414 Greenfield Avenue Apt #101,Los Angeles,90025,2003-01-01,,34.0529,-118.4449
7382,0003105475-0001-5,"WOW AWARD, INC",3128 Rowena Avenue Apt #3,Los Angeles,90027,2019-01-01,2019-11-01,34.1098,-118.27218
7383,0003161011-0001-1,ZZ BARNABY PRODUCTIONS,5068 Franklin Avenue Apt #106,Los Angeles,90027,2018-01-09,,34.1051,-118.3001
7384,0002241738-0001-6,HERON FEDENCIO CAMBONCHI-CALIXTO,1597 E 47Th Street,Los Angeles,90011,2002-05-01,,34.0009,-118.2459
7385,0002639856-0001-6,JUAN RENATO ALAVEZ VELASCO,11721 Idaho Avenue Apt #4,Los Angeles,90025,2011-01-01,,34.0422,-118.4556
7386,0002495039-0001-5,PETER NAJERA,12021 Wilshire Blvd Apt #400,Los Angeles,90025,2010-04-02,,34.0453,-118.4659
7387,0002974803-0001-0,JUSTIN WARING CRANE,4310 Russell Avenue Unit #21,Los Angeles,90027,2016-09-01,2020-01-01,34.104515,-118.28341
7388,0002744383-0001-8,MIRACLE MILE FINE ART INC.,2180 Westwood Blvd Unit #1 P,Los Angeles,90025,2014-05-01,,34.0441,-118.4319
7389,0002266729-0002-4,RODRIGO JUAREZ REYES,5425 Russell Avenue Apt #22,Los Angeles,90027,2009-08-06,,34.1041,-118.3077
7390,0003170024-0001-8,YOUSEF BDIWI,1515 Granville Avenue Apt #428,Los Angeles,90025,2020-01-06,,34.0478,-118.4617
7391,0003201005-0001-3,ROSICELA HERNANDEZ,1641 N Normandie Avenue Apt #2,Los Angeles,90027,2019-01-01,,34.101,-118.3011
7392,0002945763-0001-1,STEVE LEHMAN,2035 Rodney Drive Apt #2,Los Angeles,90027,2016-09-01,,34.1087,-118.2894
7393,0003218136-0001-4,CRENSHAW JUICE CO.,161 E Jefferson Blvd,Los Angeles,90011,2020-12-01,,34.0182,-118.2704
7394,0002985242-0001-4,CLAIRE DOWNS,1738 N Kingsley Drive Apt #4,Los Angeles,90027,2015-04-15,,34.1028,-118.3031
7395,0002091522-0001-0,PATRICIA MARTIN,1302 S Saltair Avenue Apt #4,Los Angeles,90025,2006-01-03,,34.0437,-118.4646
7396,0003033857-0001-9,BLANCA AGUIRRE,1840 Winona Blvd Apt #110,Los Angeles,90027,2018-01-01,,34.1047,-118.3016
7397,0002818134-0001-3,JONATHAN LEE VERD,5217 Hollywood Blvd Apt #607,Los Angeles,90027,2014-06-25,,34.1017,-118.304
7398,0002980121-0001-8,JOHN MASTERS,1800 N New Hampshire Avenue Apt #325,Los Angeles,90027,2016-01-02,,34.1037,-118.2929
7399,0002971650-0001-6,NORTH KINGSLEY DRIVE PROPERTIES LLC,1800 N Kingsley Drive,Los Angeles,90027,2016-08-01,2019-02-15,34.103874,-118.3035
7400,0002195023-0001-8,TERESA GRANADOS,1825 N Mariposa Avenue,Los Angeles,90027,2002-01-01,,34.1038,-118.2994
7401,0003057926-0001-3,NOAH MALLOY,11258 Ohio Avenue Apt #2,Los Angeles,90025,2018-05-31,,34.0486,-118.4493
7402,0002397717-0001-5,MATTHEW L CHAMPAGNE,1840 N Normandie Avenue Apt #2,Los Angeles,90027,2008-12-22,,34.1042,-118.3005
7403,0002756231-0001-3,FARHAD FAGIRL,11347 Nebraska Avenue Apt #207,Los Angeles,90025,2014-06-12,,34.043,-118.4476
7404,0003108069-0001-9,"STILLMAN FILMS, LLC",1222 Amherst Avenue Apt #303,Los Angeles,90025,2018-07-01,,34.043,-118.4677
7405,0002880873-0001-7,MERLIN YOVANI CHUN VILLAGRAN,664 E Adams Blvd Apt #15A,Los Angeles,90011,2016-01-01,,34.0215,-118.262
7406,0003184625-0001-7,"OVERCAST, INC.",4314 Clayton Avenue,Los Angeles,90027,2020-02-01,,34.099983,-118.283325
7407,0000041704-0001-7,DIANA ROSEN,1851 N Normandie Avenue Apt #19,Los Angeles,90027,2003-01-01,,34.1044,-118.3005
7408,0003054231-0001-5,ASYA DAMATIAN,5425 Carlton Way Apt #305,Los Angeles,90027,2017-01-01,,34.1008,-118.3078
7409,0002889363-0001-8,DANIEL CHONG,1652 Colby Avenue Apt #201,Los Angeles,90025,2015-01-01,,34.0439,-118.4515
7410,0002476577-0001-6,FAKHRI MIRZAGULIYEV,1831 Winona Blvd #310,Los Angeles,90027,2008-10-30,,34.1041,-118.302
7411,0003168104-0001-1,ETA MANAGEMENT LLC,1909 Glendon Avenue Apt #301,Los Angeles,90025,2018-02-12,,34.0483,-118.4345
7412,0002660127-0001-6,MICHAEL MULKEY,2929 St George Street Apt #9,Los Angeles,90027,2011-01-01,,34.1102,-118.2731
7413,0002338817-0001-2,GRAHAM TALLMAN,1749 1/2 N Kingsley Drive Apt #2,Los Angeles,90027,2006-01-01,,34.1026,-118.3035
7414,0002751556-0001-1,"LUKE MENTELE, INC.",1245 Mcclellan Drive Apt #302,Los Angeles,90025,2010-01-01,,34.0412,-118.4694
7415,0003108437-0001-1,DALE HAWKINSON,4434 Los Feliz Blvd Apt #111,Los Angeles,90027,2018-01-01,,34.1116,-118.2863
7416,0002601050-0001-6,AARON BURT,1725 N Harvard Blvd Apt #6,Los Angeles,90027,2008-01-01,,34.1024,-118.305
7417,0003135043-0001-1,JOHN F. RYAN,3267 1/8 Rowena Avenue,Los Angeles,90027,2019-01-01,,34.1114,-118.2766
7418,0003141420-0001-1,JIAYI HU,1726 S Bentley Avenue Apt #203,Los Angeles,90025,2019-08-01,,34.0473,-118.4424
7419,0002649958-0001-0,SIRINAPA ANAKAPONGTORN,1750 N Western Avenue #322,Los Angeles,90027,2012-12-10,,34.1026,-118.3092
7420,0002589942-0001-9,SHANE MICHAEL HOUGHTON,2062 Dracena Drive Apt #8,Los Angeles,90027,2010-04-01,2018-05-04,34.109234,-118.29023
7421,0002953144-0001-1,NICO ANIMATION LLC,4420 Los Feliz Blvd Apt #109,Los Angeles,90027,2016-07-13,,34.1117,-118.2859
7422,0002344176-0001-0,COREY CARLETON,4215 Los Feliz Blvd Apt #8,Los Angeles,90027,2007-01-02,,34.1126,-118.2832
7423,0003174686-0001-7,FRANCISCO LOPEZ,1749 N Serrano Avenue Apt #238,Los Angeles,90027,2020-01-21,,34.1031,-118.3078
7424,0002003070-0001-5,ALICE OHANESIAN PHD,1836 N Alexandria Avenue Apt #4,Los Angeles,90027,2004-02-09,,34.1041,-118.2983
7425,0003164387-0001-1,EDWARD G CARBONELL,1660 Lyman Place Apt #2,Los Angeles,90027,2019-11-14,,34.1011,-118.2884
7426,0002970978-0001-7,ELIZABETH GAVAO,5341 Loma Linda Avenue Apt #9,Los Angeles,90027,2015-09-30,,34.1033,-118.3064
7427,0002652218-0001-3,BLUE WING COMPANY,1866 S Beverly Glen Blvd Apt #2,Los Angeles,90025,2012-12-01,,34.0566,-118.4234
